Time,Voltage Magnitude,Voltage Angle,Current Magnitude,Current Angle,Frequency,ROCOF
13.7,7.9956,-11.519,0.7055,-79.584,59.991,-0.0011
13.733,7.9956,-11.519,0.7055,-79.584,59.991,-0.0013
13.766,7.9956,-11.519,0.7055,-79.584,59.991,-0.0011
13.8,7.9956,-11.519,0.7055,-79.584,59.991,-0.001
13.833,7.9956,-11.519,0.7055,-79.584,59.991,-0.0012
13.866,7.9956,-11.519,0.7055,-79.584,59.991,-0.0009
13.9,7.9956,-11.519,0.7055,-79.584,59.991,-0.0009
13.933,7.9956,-11.519,0.7055,-79.584,59.991,-0.0011
13.966,7.9956,-11.519,0.7055,-79.584,59.991,-0.0008
14,7.9956,-11.519,0.7055,-79.584,59.991,-0.0007
14.033,7.9956,-11.519,0.7055,-79.584,59.991,-0.001
14.066,7.9956,-11.519,0.7055,-79.584,59.991,-0.0007
14.1,7.9956,-11.519,0.7055,-79.584,59.991,-0.0006
14.133,7.9956,-11.519,0.7055,-79.584,59.991,-0.0009
14.166,7.9956,-11.519,0.7055,-79.584,59.991,-0.0005
14.2,7.9956,-11.519,0.7055,-79.584,59.991,-0.0005
14.233,7.9956,-11.519,0.7055,-79.584,59.99,-0.0007
14.266,7.9956,-11.519,0.7055,-79.584,59.99,-0.0004
14.3,7.9956,-11.519,0.7055,-79.584,59.99,-0.0004
14.333,7.9956,-11.519,0.7055,-79.584,59.99,-0.0006
14.366,7.9956,-11.519,0.7055,-79.584,59.99,-0.0003
14.4,7.9956,-11.519,0.7055,-79.584,59.99,-0.0003
14.433,7.9956,-11.519,0.7055,-79.584,59.99,-0.0005
14.466,7.9956,-11.519,0.7055,-79.584,59.99,-0.0002
14.5,7.9956,-11.519,0.7055,-79.584,59.99,-0.0001
14.533,7.9956,-11.519,0.7055,-79.584,59.99,-0.0003
14.566,7.9956,-11.519,0.7055,-79.584,59.99,0
14.6,7.9956,-11.519,0.7055,-79.584,59.99,0
14.633,7.9956,-11.519,0.7055,-79.584,59.99,-0.0002
14.666,7.9956,-11.519,0.7055,-79.584,59.99,0.0001
14.7,7.9956,-11.519,0.7055,-79.584,59.99,0.0001
14.733,7.9956,-11.519,0.7055,-79.584,59.99,-0.0001
14.766,7.9956,-11.519,0.7055,-79.584,59.99,0.0002
14.8,7.9956,-11.519,0.7055,-79.584,59.99,0.0002
14.833,7.9956,-11.519,0.7055,-79.584,59.99,0
14.866,7.9956,-11.519,0.7055,-79.584,59.99,0.0003
14.9,7.9956,-11.519,0.7055,-79.584,59.99,0.0004
14.933,7.9956,-11.519,0.7055,-79.584,59.99,0.0001
14.966,7.9956,-11.519,0.7055,-79.584,59.99,0.0004
15,7.9956,-11.519,0.7055,-79.584,59.99,0.0005
15.033,7.9956,-11.519,0.7055,-79.584,59.99,0.0002
15.066,7.9956,-11.519,0.7055,-79.584,59.99,0.0005
15.1,7.9956,-11.519,0.7055,-79.584,59.99,0.0006
15.133,7.9956,-11.519,0.7055,-79.584,59.99,0.0003
15.166,7.9956,-11.519,0.7055,-79.584,59.991,0.0006
15.2,7.9956,-11.519,0.7055,-79.584,59.991,0.0007
15.233,7.9956,-11.519,0.7055,-79.584,59.991,0.0004
15.266,7.9956,-11.519,0.7055,-79.584,59.991,0.0007
15.3,7.9956,-11.519,0.7055,-79.584,59.991,0.0008
15.333,7.9956,-11.519,0.7055,-79.584,59.991,0.0005
15.366,7.9956,-11.519,0.7055,-79.584,59.991,0.0008
15.4,7.9956,-11.519,0.7055,-79.584,59.991,0.0009
15.433,7.9956,-11.519,0.7055,-79.584,59.991,0.0007
15.466,7.9956,-11.52,0.7055,-79.585,59.991,0.0009
15.5,7.9956,-11.52,0.7055,-79.584,59.991,0.001
15.533,7.9956,-11.519,0.7055,-79.585,59.991,0.0008
15.566,7.9956,-11.52,0.7055,-79.584,59.991,0.001
15.6,7.9956,-11.519,0.7055,-79.585,59.991,0.0011
15.633,7.9956,-11.519,0.7055,-79.585,59.991,0.0009
15.666,7.9956,-11.52,0.7055,-79.585,59.991,0.0011
15.7,7.9956,-11.52,0.7055,-79.585,59.991,0.0012
15.733,7.9956,-11.52,0.7055,-79.585,59.991,0.0009
15.766,7.9956,-11.519,0.7055,-79.585,59.991,0.0012
15.8,7.9956,-11.52,0.7055,-79.585,59.991,0.0013
15.833,7.9956,-11.519,0.7055,-79.585,59.991,0.001
15.866,7.9956,-11.52,0.7055,-79.585,59.991,0.0013
15.9,7.9956,-11.52,0.7055,-79.585,59.991,0.0014
15.933,7.9956,-11.52,0.7055,-79.585,59.991,0.0011
15.966,7.9956,-11.52,0.7055,-79.585,59.991,0.0014
16,7.9957,-11.52,0.7055,-79.585,59.991,0.0015
16.033,7.9957,-11.52,0.7055,-79.585,59.991,0.0012
16.066,7.9957,-11.52,0.7055,-79.585,59.992,0.0015
16.1,7.9957,-11.52,0.7055,-79.585,59.992,0.0015
16.133,7.9957,-11.52,0.7055,-79.585,59.992,0.0013
16.166,7.9957,-11.52,0.7055,-79.585,59.992,0.0016
16.2,7.9957,-11.52,0.7055,-79.585,59.992,0.0016
16.233,7.9957,-11.52,0.7055,-79.585,59.992,0.0014
16.266,7.9957,-11.52,0.7055,-79.585,59.992,0.0017
16.3,7.9957,-11.52,0.7055,-79.585,59.992,0.0017
16.333,7.9957,-11.52,0.7055,-79.585,59.992,0.0014
16.366,7.9957,-11.52,0.7055,-79.585,59.992,0.0017
16.4,7.9957,-11.52,0.7055,-79.585,59.992,0.0018
16.433,7.9957,-11.52,0.7055,-79.585,59.992,0.0015
16.466,7.9957,-11.52,0.7055,-79.585,59.992,0.0018
16.5,7.9957,-11.52,0.7055,-79.585,59.992,0.0019
16.533,7.9957,-11.52,0.7055,-79.585,59.992,0.0016
16.566,7.9957,-11.52,0.7055,-79.585,59.992,0.0019
16.6,7.9957,-11.52,0.7055,-79.585,59.992,0.0019
16.633,7.9957,-11.52,0.7055,-79.585,59.992,0.0017
16.666,7.9957,-11.52,0.7055,-79.585,59.992,0.002
16.7,7.9957,-11.52,0.7055,-79.585,59.992,0.002
16.733,7.9957,-11.52,0.7055,-79.585,59.993,0.0017
16.766,7.9957,-11.52,0.7055,-79.585,59.993,0.002
16.8,7.9957,-11.52,0.7055,-79.585,59.993,0.002
16.833,7.9957,-11.52,0.7055,-79.585,59.993,0.0018
16.866,7.9957,-11.52,0.7055,-79.585,59.993,0.0021
16.9,7.9957,-11.52,0.7055,-79.585,59.993,0.0021
16.933,7.9957,-11.52,0.7055,-79.585,59.993,0.0019
16.966,7.9957,-11.52,0.7055,-79.585,59.993,0.0022
17,7.9957,-11.52,0.7055,-79.585,59.993,0.0022
17.033,7.9957,-11.52,0.7055,-79.585,59.993,0.0019
17.066,7.9957,-11.52,0.7055,-79.585,59.993,0.0022
17.1,7.9957,-11.52,0.7055,-79.586,59.993,0.0023
17.133,7.9957,-11.52,0.7055,-79.586,59.993,0.002
17.166,7.9957,-11.52,0.7055,-79.586,59.993,0.0023
17.2,7.9957,-11.52,0.7055,-79.586,59.993,0.0023
17.233,7.9957,-11.52,0.7055,-79.586,59.994,0.002
17.266,7.9957,-11.52,0.7055,-79.586,59.994,0.0023
17.3,7.9957,-11.52,0.7055,-79.586,59.994,0.0023
17.333,7.9957,-11.52,0.7055,-79.586,59.994,0.0021
17.366,7.9957,-11.52,0.7055,-79.586,59.994,0.0024
17.4,7.9957,-11.52,0.7055,-79.586,59.994,0.0024
17.433,7.9957,-11.52,0.7055,-79.586,59.994,0.0021
17.466,7.9957,-11.52,0.7055,-79.586,59.994,0.0024
17.5,7.9957,-11.52,0.7055,-79.586,59.994,0.0024
17.533,7.9957,-11.52,0.7055,-79.586,59.994,0.0022
17.566,7.9957,-11.52,0.7055,-79.586,59.994,0.0024
17.6,7.9958,-11.52,0.7055,-79.586,59.995,0.0025
17.633,7.9958,-11.521,0.7055,-79.586,59.995,0.0022
17.666,7.9958,-11.521,0.7055,-79.586,59.995,0.0024
17.7,7.9958,-11.52,0.7055,-79.586,59.995,0.0025
17.733,7.9958,-11.52,0.7055,-79.586,59.995,0.0023
17.766,7.9958,-11.52,0.7055,-79.586,59.995,0.0025
17.8,7.9958,-11.52,0.7055,-79.586,59.995,0.0026
17.833,7.9958,-11.521,0.7055,-79.586,59.995,0.0023
17.866,7.9958,-11.521,0.7055,-79.586,59.995,0.0026
17.9,7.9958,-11.521,0.7055,-79.586,59.995,0.0026
17.933,7.9958,-11.521,0.7055,-79.586,59.995,0.0023
17.966,7.9958,-11.521,0.7055,-79.586,59.995,0.0026
18,7.9958,-11.521,0.7055,-79.586,59.995,0.0026
18.033,7.9958,-11.521,0.7055,-79.586,59.995,0.0024
18.066,7.9958,-11.521,0.7055,-79.587,59.996,0.0026
18.1,7.9958,-11.521,0.7055,-79.587,59.996,0.0026
18.133,7.9958,-11.521,0.7055,-79.587,59.996,0.0024
18.166,7.9958,-11.521,0.7055,-79.587,59.996,0.0026
18.2,7.9958,-11.521,0.7055,-79.587,59.996,0.0027
18.233,7.9958,-11.521,0.7055,-79.587,59.996,0.0024
18.266,7.9958,-11.521,0.7055,-79.587,59.996,0.0027
18.3,7.9958,-11.521,0.7055,-79.587,59.996,0.0027
18.333,7.9958,-11.521,0.7055,-79.587,59.996,0.0024
18.366,7.9958,-11.521,0.7055,-79.587,59.996,0.0027
18.4,7.9958,-11.521,0.7055,-79.587,59.996,0.0027
18.433,7.9958,-11.521,0.7055,-79.587,59.997,0.0025
18.466,7.9958,-11.521,0.7055,-79.587,59.997,0.0027
18.5,7.9958,-11.521,0.7055,-79.587,59.997,0.0027
18.533,7.9958,-11.521,0.7055,-79.587,59.997,0.0025
18.566,7.9958,-11.521,0.7055,-79.587,59.997,0.0027
18.6,7.9958,-11.521,0.7055,-79.587,59.997,0.0028
18.633,7.9958,-11.521,0.7055,-79.587,59.997,0.0025
18.666,7.9958,-11.521,0.7055,-79.587,59.997,0.0027
18.7,7.9958,-11.521,0.7055,-79.587,59.997,0.0028
18.733,7.9958,-11.521,0.7055,-79.587,59.997,0.0025
18.766,7.9958,-11.521,0.7055,-79.587,59.997,0.0027
18.8,7.9958,-11.521,0.7055,-79.587,59.998,0.0028
18.833,7.9958,-11.521,0.7055,-79.587,59.998,0.0025
18.866,7.9958,-11.521,0.7055,-79.587,59.998,0.0028
18.9,7.9958,-11.521,0.7055,-79.587,59.998,0.0028
18.933,7.9958,-11.521,0.7055,-79.587,59.998,0.0026
18.966,7.9958,-11.521,0.7055,-79.587,59.998,0.0028
19,7.9958,-11.521,0.7055,-79.587,59.998,0.0028
19.033,7.9958,-11.521,0.7055,-79.587,59.998,0.0025
19.066,7.9958,-11.521,0.7055,-79.587,59.998,0.0028
19.1,7.9959,-11.521,0.7055,-79.588,59.998,0.0028
19.133,7.9959,-11.521,0.7055,-79.588,59.998,0.0025
19.166,7.9959,-11.521,0.7055,-79.588,59.998,0.0027
19.2,7.9959,-11.521,0.7055,-79.588,59.999,0.0027
19.233,7.9959,-11.521,0.7055,-79.588,59.999,0.0025
19.266,7.9959,-11.521,0.7055,-79.588,59.999,0.0027
19.3,7.9959,-11.522,0.7055,-79.588,59.999,0.0028
19.333,7.9959,-11.521,0.7055,-79.588,59.999,0.0025
19.366,7.9959,-11.522,0.7055,-79.588,59.999,0.0027
19.4,7.9959,-11.522,0.7055,-79.588,59.999,0.0027
19.433,7.9959,-11.522,0.7055,-79.588,59.999,0.0025
19.466,7.9959,-11.522,0.7055,-79.588,59.999,0.0027
19.5,7.9959,-11.522,0.7055,-79.588,59.999,0.0028
19.533,7.9959,-11.522,0.7055,-79.588,59.999,0.0025
19.566,7.9959,-11.522,0.7055,-79.588,60,0.0027
19.6,7.9959,-11.522,0.7055,-79.588,60,0.0027
19.633,7.9959,-11.522,0.7055,-79.588,60,0.0025
19.666,7.9959,-11.522,0.7055,-79.588,60,0.0027
19.7,7.9959,-11.522,0.7055,-79.588,60,0.0027
19.733,7.9959,-11.522,0.7055,-79.588,60,0.0025
19.766,7.9959,-11.522,0.7055,-79.588,60,0.0027
19.8,7.9959,-11.522,0.7055,-79.588,60,0.0027
19.833,7.9959,-11.522,0.7055,-79.588,60,0.0025
19.866,7.9959,-11.522,0.7055,-79.588,60,0.0027
19.9,7.9959,-11.522,0.7055,-79.588,60.001,0.0027
19.933,7.9959,-11.522,0.7055,-79.588,60.001,0.0024
19.966,7.9959,-11.522,0.7055,-79.588,60.001,0.0027
20,7.9959,-11.522,0.7055,-79.588,60.001,0.0027
20.033,7.9959,-11.522,0.7055,-79.588,60.001,0.0024
20.066,7.9959,-11.522,0.7055,-79.588,60.001,0.0026
20.1,7.9959,-11.522,0.7055,-79.589,60.001,0.0026
20.133,7.9959,-11.522,0.7055,-79.588,60.001,0.0024
20.166,7.9959,-11.522,0.7055,-79.589,60.001,0.0026
20.2,7.9959,-11.522,0.7055,-79.589,60.001,0.0026
20.233,7.9959,-11.522,0.7055,-79.589,60.001,0.0024
20.266,7.9959,-11.522,0.7055,-79.589,60.001,0.0026
20.3,7.9959,-11.522,0.7055,-79.589,60.002,0.0026
20.333,7.9959,-11.522,0.7055,-79.589,60.002,0.0023
20.366,7.9959,-11.522,0.7055,-79.589,60.002,0.0026
20.4,7.9959,-11.522,0.7055,-79.589,60.002,0.0026
20.433,7.9959,-11.522,0.7055,-79.589,60.002,0.0023
20.466,7.9959,-11.522,0.7055,-79.589,60.002,0.0025
20.5,7.9959,-11.522,0.7055,-79.589,60.002,0.0025
20.533,7.9959,-11.522,0.7055,-79.589,60.002,0.0023
20.566,7.9959,-11.522,0.7055,-79.589,60.002,0.0025
20.6,7.9959,-11.522,0.7055,-79.589,60.002,0.0025
20.633,7.9959,-11.522,0.7055,-79.589,60.002,0.0022
20.666,7.9959,-11.522,0.7055,-79.589,60.002,0.0024
20.7,7.9959,-11.522,0.7055,-79.589,60.002,0.0025
20.733,7.9959,-11.522,0.7055,-79.589,60.002,0.0022
20.766,7.9959,-11.522,0.7055,-79.589,60.003,0.0024
20.8,7.996,-11.522,0.7055,-79.589,60.003,0.0024
20.833,7.996,-11.522,0.7055,-79.589,60.003,0.0022
20.866,7.996,-11.522,0.7055,-79.589,60.003,0.0024
20.9,7.996,-11.522,0.7055,-79.589,60.003,0.0024
20.933,7.996,-11.522,0.7055,-79.589,60.003,0.0021
20.966,7.996,-11.522,0.7055,-79.589,60.003,0.0024
21,7.996,-11.522,0.7055,-79.589,60.003,0.0023
21.033,7.996,-11.522,0.7055,-79.589,60.003,0.0021
21.066,7.996,-11.522,0.7055,-79.589,60.003,0.0023
21.1,7.996,-11.523,0.7055,-79.589,60.003,0.0023
21.133,7.996,-11.523,0.7055,-79.589,60.004,0.0021
21.166,7.996,-11.523,0.7055,-79.589,60.004,0.0023
21.2,7.996,-11.523,0.7055,-79.589,60.004,0.0023
21.233,7.996,-11.523,0.7055,-79.59,60.004,0.002
21.266,7.996,-11.523,0.7055,-79.59,60.004,0.0022
21.3,7.996,-11.523,0.7055,-79.59,60.004,0.0022
21.333,7.996,-11.523,0.7055,-79.59,60.004,0.002
21.366,7.996,-11.523,0.7055,-79.59,60.004,0.0022
21.4,7.996,-11.523,0.7055,-79.59,60.004,0.0022
21.433,7.996,-11.523,0.7055,-79.59,60.004,0.0019
21.466,7.996,-11.523,0.7055,-79.59,60.004,0.0021
21.5,7.996,-11.523,0.7055,-79.59,60.004,0.0021
21.533,7.996,-11.523,0.7055,-79.59,60.004,0.0019
21.566,7.996,-11.523,0.7055,-79.59,60.004,0.0021
21.6,7.996,-11.523,0.7055,-79.59,60.004,0.0021
21.633,7.996,-11.523,0.7055,-79.59,60.005,0.0018
21.666,7.996,-11.523,0.7055,-79.59,60.005,0.002
21.7,7.996,-11.523,0.7055,-79.59,60.005,0.002
21.733,7.996,-11.523,0.7055,-79.59,60.005,0.0018
21.766,7.996,-11.523,0.7055,-79.59,60.005,0.002
21.8,7.996,-11.523,0.7055,-79.59,60.005,0.002
21.833,7.996,-11.523,0.7055,-79.59,60.005,0.0017
21.866,7.996,-11.523,0.7055,-79.59,60.005,0.0019
21.9,7.996,-11.523,0.7055,-79.59,60.005,0.0019
21.933,7.996,-11.523,0.7055,-79.59,60.005,0.0017
21.966,7.996,-11.523,0.7055,-79.59,60.005,0.0019
22,7.996,-11.523,0.7055,-79.59,60.005,0.0019
22.033,7.996,-11.523,0.7055,-79.59,60.005,0.0017
22.066,7.996,-11.523,0.7055,-79.59,60.005,0.0018
22.1,7.996,-11.523,0.7055,-79.59,60.005,0.0018
22.133,7.996,-11.523,0.7055,-79.59,60.005,0.0016
22.166,7.996,-11.523,0.7055,-79.59,60.005,0.0018
22.2,7.996,-11.523,0.7055,-79.59,60.005,0.0018
22.233,7.996,-11.523,0.7055,-79.59,60.006,0.0015
22.266,7.996,-11.523,0.7055,-79.59,60.006,0.0017
22.3,7.996,-11.523,0.7055,-79.59,60.006,0.0017
22.333,7.996,-11.523,0.7055,-79.59,60.006,0.0015
22.366,7.996,-11.523,0.7055,-79.59,60.006,0.0016
22.4,7.996,-11.523,0.7055,-79.59,60.006,0.0016
22.433,7.996,-11.523,0.7055,-79.59,60.006,0.0014
22.466,7.996,-11.523,0.7055,-79.59,60.006,0.0016
22.5,7.996,-11.523,0.7055,-79.59,60.006,0.0016
22.533,7.996,-11.523,0.7055,-79.59,60.006,0.0014
22.566,7.996,-11.523,0.7055,-79.59,60.006,0.0016
22.6,7.996,-11.523,0.7055,-79.59,60.006,0.0015
22.633,7.996,-11.523,0.7055,-79.59,60.006,0.0013
22.666,7.996,-11.523,0.7055,-79.59,60.006,0.0015
22.7,7.996,-11.523,0.7055,-79.59,60.006,0.0015
22.733,7.996,-11.523,0.7055,-79.591,60.006,0.0012
22.766,7.996,-11.523,0.7055,-79.591,60.006,0.0014
22.8,7.996,-11.523,0.7055,-79.59,60.007,0.0015
22.833,7.996,-11.523,0.7055,-79.591,60.007,0.0012
22.866,7.996,-11.523,0.7055,-79.591,60.007,0.0014
22.9,7.996,-11.523,0.7055,-79.591,60.007,0.0014
22.933,7.996,-11.523,0.7055,-79.59,60.007,0.0011
22.966,7.996,-11.523,0.7055,-79.591,60.007,0.0013
23,7.996,-11.523,0.7055,-79.591,60.007,0.0014
23.033,7.996,-11.523,0.7055,-79.591,60.007,0.0011
23.066,7.996,-11.523,0.7055,-79.591,60.007,0.0013
23.1,7.996,-11.523,0.7055,-79.591,60.007,0.0013
23.133,7.996,-11.523,0.7055,-79.591,60.007,0.001
23.166,7.996,-11.523,0.7055,-79.591,60.007,0.0012
23.2,7.996,-11.523,0.7055,-79.591,60.007,0.0012
23.233,7.996,-11.523,0.7055,-79.591,60.007,0.001
23.266,7.996,-11.523,0.7055,-79.591,60.007,0.0012
23.3,7.996,-11.523,0.7055,-79.591,60.007,0.0011
23.333,7.996,-11.523,0.7055,-79.591,60.007,0.0009
23.366,7.996,-11.523,0.7055,-79.591,60.007,0.0011
23.4,7.996,-11.523,0.7055,-79.591,60.007,0.0011
23.433,7.996,-11.523,0.7055,-79.591,60.007,0.0008
23.466,7.996,-11.523,0.7055,-79.591,60.007,0.001
23.5,7.996,-11.523,0.7055,-79.591,60.007,0.001
23.533,7.996,-11.523,0.7055,-79.591,60.007,0.0008
23.566,7.996,-11.523,0.7055,-79.591,60.007,0.001
23.6,7.996,-11.523,0.7055,-79.591,60.007,0.001
23.633,7.996,-11.523,0.7055,-79.591,60.007,0.0007
23.666,7.996,-11.523,0.7055,-79.591,60.007,0.0009
23.7,7.996,-11.523,0.7055,-79.591,60.007,0.0009
23.733,7.996,-11.523,0.7055,-79.591,60.008,0.0007
23.766,7.996,-11.523,0.7055,-79.591,60.008,0.0009
23.8,7.996,-11.523,0.7055,-79.591,60.008,0.0008
23.833,7.996,-11.523,0.7055,-79.591,60.008,0.0006
23.866,7.996,-11.523,0.7055,-79.591,60.008,0.0008
23.9,7.996,-11.523,0.7055,-79.591,60.008,0.0008
23.933,7.996,-11.523,0.7055,-79.591,60.008,0.0005
23.966,7.996,-11.523,0.7055,-79.591,60.008,0.0007
24,7.996,-11.523,0.7055,-79.591,60.008,0.0007
24.033,7.996,-11.523,0.7055,-79.591,60.008,0.0005
24.066,7.996,-11.523,0.7055,-79.591,60.008,0.0007
24.1,7.996,-11.523,0.7055,-79.591,60.008,0.0007
24.133,7.996,-11.523,0.7055,-79.591,60.008,0.0004
24.166,7.996,-11.523,0.7055,-79.591,60.008,0.0006
24.2,7.996,-11.523,0.7055,-79.591,60.008,0.0006
24.233,7.996,-11.523,0.7055,-79.591,60.008,0.0004
24.266,7.996,-11.523,0.7055,-79.591,60.008,0.0006
24.3,7.996,-11.523,0.7055,-79.591,60.008,0.0006
24.333,7.996,-11.523,0.7055,-79.591,60.008,0.0003
24.366,7.996,-11.523,0.7055,-79.591,60.008,0.0005
24.4,7.996,-11.523,0.7055,-79.591,60.008,0.0005
24.433,7.996,-11.523,0.7055,-79.591,60.008,0.0003
24.466,7.996,-11.523,0.7055,-79.591,60.008,0.0005
24.5,7.996,-11.523,0.7055,-79.591,60.008,0.0005
24.533,7.996,-11.523,0.7055,-79.591,60.008,0.0002
24.566,7.996,-11.523,0.7055,-79.591,60.008,0.0004
24.6,7.996,-11.523,0.7055,-79.591,60.008,0.0004
24.633,7.996,-11.523,0.7055,-79.591,60.008,0.0001
24.666,7.996,-11.523,0.7055,-79.591,60.008,0.0003
24.7,7.996,-11.523,0.7055,-79.591,60.008,0.0004
24.733,7.996,-11.523,0.7055,-79.591,60.008,0.0001
24.766,7.996,-11.523,0.7055,-79.591,60.008,0.0003
24.8,7.996,-11.523,0.7055,-79.591,60.008,0.0003
24.833,7.996,-11.523,0.7055,-79.591,60.008,0
24.866,7.996,-11.523,0.7055,-79.591,60.008,0.0002
24.9,7.996,-11.523,0.7055,-79.591,60.008,0.0002
24.933,7.996,-11.523,0.7055,-79.591,60.008,0
24.966,7.996,-11.523,0.7055,-79.591,60.008,0.0002
25,7.996,-11.523,0.7055,-79.591,60.008,0.0002
25.033,7.996,-11.523,0.7055,-79.591,60.008,-0.0001
25.066,7.996,-11.523,0.7055,-79.591,60.008,0.0001
25.1,7.996,-11.523,0.7055,-79.591,60.008,0.0001
25.133,7.996,-11.523,0.7055,-79.591,60.008,-0.0001
25.166,7.996,-11.523,0.7055,-79.591,60.008,0.0001
25.2,7.996,-11.523,0.7055,-79.591,60.008,0.0001
25.233,7.996,-11.523,0.7055,-79.591,60.008,-0.0002
25.266,7.996,-11.523,0.7055,-79.591,60.008,0
25.3,7.996,-11.523,0.7055,-79.591,60.008,0
25.333,7.996,-11.523,0.7055,-79.591,60.008,-0.0002
25.366,7.996,-11.523,0.7055,-79.591,60.008,0
25.4,7.996,-11.523,0.7055,-79.591,60.008,0
25.433,7.996,-11.523,0.7055,-79.591,60.008,-0.0003
25.466,7.996,-11.523,0.7055,-79.591,60.008,-0.0001
25.5,7.996,-11.523,0.7055,-79.591,60.008,-0.0001
25.533,7.996,-11.523,0.7055,-79.591,60.008,-0.0003
25.566,7.996,-11.523,0.7055,-79.591,60.008,-0.0001
25.6,7.996,-11.523,0.7055,-79.591,60.008,-0.0001
25.633,7.996,-11.523,0.7055,-79.591,60.008,-0.0004
25.666,7.996,-11.523,0.7055,-79.591,60.008,-0.0002
25.7,7.996,-11.523,0.7055,-79.591,60.008,-0.0002
25.733,7.996,-11.523,0.7055,-79.591,60.008,-0.0004
25.766,7.996,-11.523,0.7055,-79.591,60.008,-0.0002
25.8,7.996,-11.523,0.7055,-79.591,60.008,-0.0002
25.833,7.996,-11.523,0.7055,-79.591,60.008,-0.0004
25.866,7.996,-11.523,0.7055,-79.591,60.008,-0.0003
25.9,7.996,-11.523,0.7055,-79.591,60.008,-0.0002
25.933,7.996,-11.523,0.7055,-79.591,60.008,-0.0005
25.966,7.996,-11.523,0.7055,-79.591,60.008,-0.0003
26,7.996,-11.523,0.7055,-79.591,60.008,-0.0003
26.033,7.996,-11.523,0.7055,-79.591,60.008,-0.0006
26.066,7.996,-11.523,0.7055,-79.591,60.008,-0.0004
26.1,7.996,-11.523,0.7055,-79.591,60.008,-0.0003
26.133,7.996,-11.523,0.7055,-79.591,60.008,-0.0006
26.166,7.996,-11.523,0.7055,-79.591,60.008,-0.0004
26.2,7.996,-11.523,0.7055,-79.591,60.008,-0.0004
26.233,7.996,-11.523,0.7055,-79.591,60.008,-0.0006
26.266,7.996,-11.523,0.7055,-79.591,60.008,-0.0004
26.3,7.996,-11.523,0.7055,-79.591,60.008,-0.0004
26.333,7.996,-11.523,0.7055,-79.591,60.008,-0.0007
26.366,7.996,-11.523,0.7055,-79.591,60.008,-0.0005
26.4,7.996,-11.523,0.7055,-79.591,60.008,-0.0005
26.433,7.996,-11.523,0.7055,-79.591,60.008,-0.0007
26.466,7.996,-11.523,0.7055,-79.591,60.008,-0.0005
26.5,7.996,-11.523,0.7055,-79.591,60.008,-0.0005
26.533,7.996,-11.523,0.7055,-79.591,60.008,-0.0008
26.566,7.996,-11.523,0.7055,-79.591,60.008,-0.0005
26.6,7.996,-11.523,0.7055,-79.591,60.008,-0.0005
26.633,7.996,-11.523,0.7055,-79.591,60.008,-0.0008
26.666,7.996,-11.523,0.7055,-79.591,60.008,-0.0006
26.7,7.996,-11.523,0.7055,-79.591,60.008,-0.0006
26.733,7.996,-11.523,0.7055,-79.591,60.008,-0.0008
26.766,7.996,-11.523,0.7055,-79.591,60.008,-0.0006
26.8,7.996,-11.523,0.7055,-79.591,60.008,-0.0006
26.833,7.996,-11.523,0.7055,-79.591,60.007,-0.0009
26.866,7.996,-11.523,0.7055,-79.591,60.007,-0.0007
26.9,7.996,-11.523,0.7055,-79.591,60.007,-0.0006
26.933,7.996,-11.523,0.7055,-79.591,60.007,-0.0009
26.966,7.996,-11.523,0.7055,-79.591,60.007,-0.0007
27,7.996,-11.523,0.7055,-79.591,60.007,-0.0007
27.033,7.996,-11.523,0.7055,-79.591,60.007,-0.0009
27.066,7.996,-11.523,0.7055,-79.591,60.007,-0.0007
27.1,7.996,-11.523,0.7055,-79.591,60.007,-0.0007
27.133,7.996,-11.523,0.7055,-79.591,60.007,-0.0009
27.166,7.996,-11.523,0.7055,-79.591,60.007,-0.0007
27.2,7.996,-11.523,0.7055,-79.59,60.007,-0.0007
27.233,7.996,-11.523,0.7055,-79.591,60.007,-0.001
27.266,7.996,-11.523,0.7055,-79.591,60.007,-0.0008
27.3,7.996,-11.523,0.7055,-79.59,60.007,-0.0008
27.333,7.996,-11.523,0.7055,-79.59,60.007,-0.001
27.366,7.996,-11.523,0.7055,-79.59,60.007,-0.0008
27.4,7.996,-11.523,0.7055,-79.59,60.007,-0.0008
27.433,7.996,-11.523,0.7055,-79.59,60.007,-0.001
27.466,7.996,-11.523,0.7055,-79.59,60.007,-0.0008
27.5,7.996,-11.523,0.7055,-79.59,60.007,-0.0008
27.533,7.996,-11.523,0.7055,-79.59,60.007,-0.001
27.566,7.996,-11.523,0.7055,-79.59,60.007,-0.0009
27.6,7.996,-11.523,0.7055,-79.59,60.007,-0.0008
27.633,7.996,-11.523,0.7055,-79.59,60.007,-0.0011
27.666,7.996,-11.523,0.7055,-79.59,60.007,-0.0009
27.7,7.996,-11.523,0.7055,-79.59,60.007,-0.0008
27.733,7.996,-11.523,0.7055,-79.59,60.007,-0.0011
27.766,7.996,-11.523,0.7055,-79.59,60.007,-0.0009
27.8,7.996,-11.523,0.7055,-79.59,60.007,-0.0009
27.833,7.996,-11.523,0.7055,-79.59,60.007,-0.0011
27.866,7.996,-11.523,0.7055,-79.59,60.007,-0.0009
27.9,7.996,-11.523,0.7055,-79.59,60.007,-0.0009
27.933,7.996,-11.523,0.7055,-79.59,60.007,-0.0011
27.966,7.996,-11.523,0.7055,-79.59,60.006,-0.0009
